,date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime
24,2023-01-13,173.1900024,174.0099945,172.3800049,173.4299927,173.4299927,6088000,6088000,0.23999,0.139,173.27333,"January 13, 23",0.00139
25,2023-01-12,174.2599945,174.7100067,172.8000031,174.0,174.0,4269400,4269400,-0.25999,-0.149,173.83667,"January 12, 23",-0.00149
26,2023-01-11,175.5700073,175.7200012,172.1100006,174.8800049,174.8800049,6494800,6494800,-0.69,-0.393,174.23667,"January 11, 23",-0.00393
27,2023-01-10,175.6999969,176.1399994,174.3200073,175.1600037,175.1600037,5047500,5047500,-0.53999,-0.307,175.20667,"January 10, 23",-0.00307
28,2023-01-09,179.3000031,179.7599945,175.1799927,175.5800018,175.5800018,7925300,7925300,-3.72,-2.075,176.84,"January 09, 23",-0.02075
29,2023-01-06,180.1300049,180.9299927,179.3899994,180.25,180.25,5703800,5703800,0.12,0.067,180.19,"January 06, 23",0.00067
30,2023-01-05,179.0200043,179.9900055,178.4100037,178.8000031,178.8000031,6255300,6255300,-0.22,-0.123,179.06667,"January 05, 23",-0.00123
31,2023-01-04,178.8899994,180.1900024,178.4799957,180.1300049,180.1300049,9788800,9788800,1.24001,0.693,179.6,"January 04, 23",0.00693
32,2023-01-03,176.1600037,178.3800049,176.0099945,178.1900024,178.1900024,6344900,6344900,2.03,1.152,177.52667,"January 03, 23",0.01152
33,2022-12-30,177.4900055,177.7700043,175.3999939,176.6499939,176.6499939,4216600,4216600,-0.84001,-0.473,176.60666,"December 30, 22",-0.00473
34,2022-12-29,177.5500031,178.3000031,177.0700073,177.5599976,177.5599976,2828800,2828800,0.00999,0.006,177.64334,"December 29, 22",6e-05
35,2022-12-28,177.7599945,178.4499969,176.6499939,176.6600037,176.6600037,2645400,2645400,-1.09999,-0.619,177.25333,"December 28, 22",-0.00619
36,2022-12-27,178.1100006,178.3500061,176.9900055,177.4299927,177.4299927,3067300,3067300,-0.68001,-0.382,177.59,"December 27, 22",-0.00382
37,2022-12-23,176.6699982,177.5200043,175.8099976,177.4799957,177.4799957,3683400,3683400,0.81,0.458,176.93667,"December 23, 22",0.00458
38,2022-12-22,176.7700043,177.5099945,175.3399963,177.0299988,177.0299988,5709100,5709100,0.25999,0.147,176.62666,"December 22, 22",0.00147
39,2022-12-21,176.2700043,178.1799927,175.6499939,177.6799927,177.6799927,5472000,5472000,1.40999,0.8,177.16999,"December 21, 22",0.008
40,2022-12-20,176.0,176.4400024,175.1699982,175.6699982,175.6699982,6174700,6174700,-0.33,-0.188,175.76,"December 20, 22",-0.00188
41,2022-12-19,175.3500061,176.1699982,174.0700073,175.4799957,175.4799957,5736000,5736000,0.12999,0.074,175.24,"December 19, 22",0.00074
42,2022-12-16,177.0,177.0,174.8600006,175.6699982,175.6699982,18841800,18841800,-1.33,-0.751,175.84333,"December 16, 22",-0.00751
43,2022-12-15,179.1999969,179.8399963,176.3999939,177.4900055,177.4900055,7602400,7602400,-1.70999,-0.954,177.91,"December 15, 22",-0.00954
44,2022-12-14,178.5800018,181.0399933,178.5800018,179.7599945,179.7599945,9533600,9533600,1.17999,0.661,179.79333,"December 14, 22",0.00661
45,2022-12-13,179.1000061,180.1999969,178.3099976,179.2100067,179.2100067,9177500,9177500,0.11,0.061,179.24,"December 13, 22",0.00061
46,2022-12-12,175.9499969,177.8699951,175.6000061,177.8399963,177.8399963,4882400,4882400,1.89,1.074,177.10333,"December 12, 22",0.01074
47,2022-12-09,177.1199951,177.8899994,175.6600037,175.7400055,175.7400055,4561000,4561000,-1.37999,-0.779,176.43,"December 09, 22",-0.00779
48,2022-12-08,176.8200073,177.4700012,176.3399963,177.1999969,177.1999969,4798500,4798500,0.37999,0.215,177.00333,"December 08, 22",0.00215
49,2022-12-07,176.5700073,177.8800049,176.2299957,177.1699982,177.1699982,5702600,5702600,0.59999,0.34,177.09333,"December 07, 22",0.0034
50,2022-12-06,179.9199982,180.0,175.9299927,176.1000061,176.1000061,7943500,7943500,-3.81999,-2.123,177.34333,"December 06, 22",-0.02123
51,2022-12-05,178.3600006,179.3600006,178.0,178.7799988,178.7799988,5120600,5120600,0.42,0.235,178.71333,"December 05, 22",0.00235
52,2022-12-02,177.5,178.9600067,176.9600067,178.8800049,178.8800049,5823900,5823900,1.38,0.777,178.26667,"December 02, 22",0.00777
53,2022-12-01,179.0,179.9600067,177.7700043,178.7400055,178.7400055,6282600,6282600,-0.25999,-0.145,178.82334,"December 01, 22",-0.00145
54,2022-11-30,176.3699951,178.0099945,174.7799988,178.0,178.0,13288000,13288000,1.63,0.924,176.93,"November 30, 22",0.00924
55,2022-11-29,177.0099945,177.2599945,174.6600037,176.0899963,176.0899963,6700500,6700500,-0.92,-0.52,176.00333,"November 29, 22",-0.0052
56,2022-11-28,176.75,177.7700043,176.5599976,177.3300018,177.3300018,6183100,6183100,0.58,0.328,177.22,"November 28, 22",0.00328
57,2022-11-25,177.3800049,178.1199951,176.8600006,177.2400055,177.2400055,3058600,3058600,-0.14,-0.079,177.40667,"November 25, 22",-0.00079
58,2022-11-23,176.4400024,177.3999939,176.0099945,177.0099945,177.0099945,5389200,5389200,0.56999,0.323,176.80666,"November 23, 22",0.00323
59,2022-11-22,176.3999939,177.1900024,176.3300018,176.8200073,176.8200073,4707900,4707900,0.42001,0.238,176.78,"November 22, 22",0.00238
60,2022-11-21,175.8899994,176.5500031,174.8300018,175.9700012,175.9700012,5706600,5706600,0.08,0.045,175.78334,"November 21, 22",0.00045
61,2022-11-18,175.0,176.6399994,174.6199951,176.1999969,175.0699921,6555700,6555700,0.06999,0.04,175.44333,"November 18, 22",0.0004
