,Time,Low,High,Open,Close,Volume
0,02-17-2023 19:00:00,0.08676,0.09047,0.08774,0.089,178785939.5
1,02-16-2023 19:00:00,0.08431,0.08852,0.08488,0.08775,297969195.0
2,02-15-2023 19:00:00,0.08471,0.09196,0.08928,0.0849,626064825.4
3,02-14-2023 19:00:00,0.08267,0.0896,0.0836,0.08927,598886301.7
4,02-13-2023 19:00:00,0.08019,0.08373,0.08217,0.08361,330392001.6
5,02-12-2023 19:00:00,0.07951,0.08645,0.08217,0.08216,457128943.7
6,02-11-2023 19:00:00,0.08119,0.08582,0.08229,0.08218,291770645.6
7,02-10-2023 19:00:00,0.08066,0.08259,0.0809,0.08227,125514432.3
8,02-09-2023 19:00:00,0.07944,0.08304,0.08147,0.0809,360112569.0
9,02-08-2023 19:00:00,0.07889,0.09093,0.09018,0.08144,637180147.2
10,02-07-2023 19:00:00,0.08851,0.09339,0.09256,0.09018,258551920.9
11,02-06-2023 19:00:00,0.08945,0.09277,0.0896,0.09255,264361785.6
12,02-05-2023 19:00:00,0.08845,0.09329,0.09204,0.0896,265410783.1
13,02-04-2023 19:00:00,0.09045,0.097,0.09565,0.09206,448680890.8
14,02-03-2023 19:00:00,0.09251,0.09981,0.09293,0.09565,639641304.9
15,02-02-2023 19:00:00,0.09032,0.09336,0.09104,0.09293,302109425.3
16,02-01-2023 19:00:00,0.09006,0.09601,0.09404,0.09104,464611851.2
17,01-31-2023 19:00:00,0.08822,0.09718,0.09612,0.09404,724354257.4
18,01-30-2023 19:00:00,0.08823,0.09781,0.08832,0.09611,1035656561.1
19,01-29-2023 19:00:00,0.08467,0.09339,0.09009,0.08833,488904062.1
20,01-28-2023 19:00:00,0.08731,0.091,0.08777,0.09008,292300101.3
21,01-27-2023 19:00:00,0.08685,0.09372,0.08726,0.08777,382676892.3
22,01-26-2023 19:00:00,0.08358,0.08803,0.08635,0.08728,328730473.2
23,01-25-2023 19:00:00,0.0846,0.08774,0.08657,0.08636,320110878.3
24,01-24-2023 19:00:00,0.08167,0.0882,0.08389,0.08655,448878296.3
25,01-23-2023 19:00:00,0.0822,0.09083,0.08854,0.08388,437063382.0
26,01-22-2023 19:00:00,0.08621,0.09152,0.08823,0.08853,538591634.2
27,01-21-2023 19:00:00,0.08436,0.09339,0.08467,0.08823,614365118.1
28,01-20-2023 19:00:00,0.08425,0.08911,0.08618,0.08467,520305262.7
29,01-19-2023 19:00:00,0.0806,0.08703,0.08159,0.08619,399685976.3
30,01-18-2023 19:00:00,0.07974,0.08217,0.07999,0.0816,311765834.6
31,01-17-2023 19:00:00,0.07712,0.08974,0.08282,0.07996,693597132.0
32,01-16-2023 19:00:00,0.08194,0.08505,0.08366,0.08283,265479086.3
33,01-15-2023 19:00:00,0.08148,0.08829,0.08609,0.08369,477052499.9
34,01-14-2023 19:00:00,0.0828,0.08796,0.08729,0.08609,440738517.0
35,01-13-2023 19:00:00,0.0824,0.0927,0.08451,0.08729,1000610389.5
36,01-12-2023 19:00:00,0.07856,0.08523,0.08023,0.08453,475072627.4
37,01-11-2023 19:00:00,0.07515,0.08126,0.07821,0.08026,658475477.8
38,01-10-2023 19:00:00,0.0747,0.07857,0.07782,0.07817,370465474.4
39,01-09-2023 19:00:00,0.07377,0.0779,0.07564,0.07783,475832060.4
40,01-08-2023 19:00:00,0.07292,0.07961,0.07359,0.07563,813724228.3
41,01-07-2023 19:00:00,0.0712,0.07397,0.07222,0.07358,230080556.5
