,Time,Low,High,Open,Close,Volume
0,02-17-2023 19:00:00,24407.67,24879.33,24577.6,24792.19,4996.63023546
1,02-16-2023 19:00:00,23344.12,25025.0,23516.95,24577.6,22795.35234631
2,02-15-2023 19:00:00,23510.73,25256.83,24326.95,23516.15,30034.93494269
3,02-14-2023 19:00:00,22054.17,24386.5,22206.26,24329.04,23427.35072192
4,02-13-2023 19:00:00,21545.67,22331.76,21789.0,22206.27,14879.72784164
5,02-12-2023 19:00:00,21366.45,21903.03,21789.79,21789.14,13246.3049252
6,02-11-2023 19:00:00,21631.0,22091.88,21863.73,21789.8,5990.68642903
7,02-10-2023 19:00:00,21605.35,21904.0,21628.97,21863.73,4695.91143894
8,02-09-2023 19:00:00,21467.43,21942.41,21800.62,21628.97,12641.59512641
9,02-08-2023 19:00:00,21700.0,23011.18,22963.91,21800.63,19277.239648
10,02-07-2023 19:00:00,22669.09,23451.01,23244.64,22964.38,7693.59195866
11,02-06-2023 19:00:00,22748.11,23348.73,22763.42,23244.67,9803.34759825
12,02-05-2023 19:00:00,22637.51,23163.05,22936.34,22764.07,12149.94486314
13,02-04-2023 19:00:00,22758.01,23433.2,23329.47,22936.34,6574.34533251
14,02-03-2023 19:00:00,23257.71,23589.67,23433.47,23328.87,3567.13007478
15,02-02-2023 19:00:00,23208.01,23720.0,23497.29,23433.54,14215.66842983
16,02-01-2023 19:00:00,23367.87,24262.18,23735.97,23493.84,16368.92138269
17,01-31-2023 19:00:00,22760.0,23813.57,23127.15,23735.97,20292.22416962
18,01-30-2023 19:00:00,22719.68,23313.23,22836.03,23128.86,22721.77475761
19,01-29-2023 19:00:00,22500.0,23802.99,23744.34,22836.03,34312.28644397
20,01-28-2023 19:00:00,22974.75,23966.0,23029.56,23745.8,20952.76361397
21,01-27-2023 19:00:00,22884.0,23196.99,23084.38,23028.95,7466.33930339
22,01-26-2023 19:00:00,22540.76,23511.9,23011.37,23084.4,27185.13487749
23,01-25-2023 19:00:00,22853.61,23287.38,23062.36,23010.47,30187.01702655
24,01-24-2023 19:00:00,22326.24,23824.66,22636.19,23062.36,38496.91631901
25,01-23-2023 19:00:00,22460.17,23165.56,22920.67,22636.17,39180.10567306
26,01-22-2023 19:00:00,22500.01,23180.55,22714.81,22920.29,32380.77464386
